374,TYPE 1 BASE (FISHER),,""
375,TYPE 1 BASE PERRYVILLE,,""
376,HOURLY (TRAILER MOVE),,""
377,23002.4 RT 32,,""
378,TYPE 5 (BASE ROCK FRT.LND.),,""
379,CLAY STRIPPING (WS),,""
380,HOURLY (ASPHALT/PLANT DOWN),,""
381,"3 3/8""CLEAN  (FARMINGTON)",,""
382,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,,""
383,MFG SAND (IRON MNT.),,""
384,DRIVE TIME (PER KYLE),,""
385,HOURLY (STOCKPILING ROCK),,""
386,TYPE 5 BASE (CAPITAL),,""
387,"3/4"" CLEAN (CC)",,""
388,"43 1/2""X1/4"" (IRON MNT.)",,""
389,WOOD CHIPS/MULCH (ELLSINORE),,""
390,HOURLY (Stockpile),,""
391,HOURLY (PLANT CLEAN OUT),,""
392,HOURLY (CLEAN UP/HAUL BACK),,""
393,"3/4"" CLEAN (BLUEWING-PB)",,""
394,"3/8"" CLEAN (BLUEWING PB)",,""
395,"1"" MINUS (BLUEWING PB)",,""
396,"1"" CLEAN (BLUEWING PB)",,""
397,HOURLY (SHOULDERS/DRIVEWAYS),,""
398,OVERSIZED GRAVEL (DEXTER),,""
399,"2"" MINUS (SEMO)",,""
400,"1/2"" MINUS (BLUEWING PB)",,""
401,STATE CONCRETE SAND (DEXTER),,""
402,"FR 1/2"" DOLOMITE (SEMO)",,""
403,"FR 1/4"" MINUS (SEMO)",,""
404,"3"" MINUS (SEMO)",,""
405,"3"" CLEAN (SEMO)",,""
406,"1/4"" MINUS",,""
407,HOURLY (PATCH & MILL),,""
408,HOURLY (COLD MIX),,""
409,ASPHALT SAND (BRENDA KAY),,""
410,BERNIE-DALE YOUNG,,SANDUSKY/GILOOLEY
411,GYPSUM (Prairie State),,""
412,TYPE 5 (BASE ROCK),,""
413,LINN TO WILLOW SPRINGS,,""
414,LINN TO WILLOW SPRINGS,,""
415,"HOURLY (1"" MINUS)",,""
416,TYPE 5 (ICM-ARAB),,""
417,HOURLY (HAULING MILLINGS),,""
418,OVERSIZE GRAVEL (WS),,""
419,SHINGLES (WEST PLAINS),,""
420,HOURLY (MOVING LIME GRAIN BINS TO FLD),,""
421,A,,""
422,TYPE 5 BASE (MANSFIELD),,""
423,"1"" BASE (WEST PLAINS)",,""
424,"3"" CLEAN (BLUEWING)",,""
425,"3/8"" CLEAN (FRUITLAND ASPHALT)",,""
426,NEW MADRID SOLAR FARM,,""
427,HOURLY WORK TIME (PLANT),,""
428,G&C PAVING I-55,,""
429,SHOW UP/ MILL & FILL,,""
430,"1"" BASE (ICM-Houston)",,""
431,"2"" MINUS (BLUEWING PB)",,""
432,"1"" BASE (TAX EXEMPT) ICM-Arab",,""
433,OVERSIZE GRAVEL(BLUEWING),,""
434,"2"" CLEAN (BLUEWING PB)",,""
435,HOURLY HAULING,,""
436,"2 1/2"" BASE (ICM-DONIPHAN)",,""
437,"1/2"" CLEAN (ICM-DONIPHAN)",,""
438,Pea Gravel (DRTY) DXTR (Material Only),,""
439,Pea Gravel (CLN) DXTR SND (Material Only),,""
440,BACK HAUL RAP/MILLING,,""
441,"1"" MINUS (GRAY'S POINT) HAULING ONLY",,""
442,"2"" MINUS (STOCKPILE)",,""
443,HUB OIL (NAPA),,""
444,SKID STEER,,""
445,TYPE 1/5 BASE (VB),,""
446,CONCRETE SAND (BRENDA KAY),,""
447,BIT BASE (FRUITLAND),,""
448,SERF LEVELING (FRUITLAND),,""
449,"2"" MINUS (BASE ROCK)",,""
450,SLATE LANDSCAPING ROCK (SEMO Land Designs),,""
451,"1/2"" CLEAN (ICM-HOUSTON)",,""
452,HOURLY (WORK TIME),,""
453,HOURLY (MILLING-SHOULDERS),,""
454,HOURLY (BASE),,""
455,HOURLY ASPHALT 15-17 Tons,,""
456,HOURLY ASPHALT 18-20 Tons,,""
457,HOURLY ASPHALT 21-24 Tons,,""
458,HOURLY ASPHALT 25+ Tons,,""
459,MISC,,""
460,HOURLY (SHOULDERS/RAMPS),,""
461,SURF. LEVELING,,""
462,25003 HWY 72,,""
463,LOADING DIRT,,""
464,"WASHED 1"" OPEN (DEXTER)",,""
465,"1/2"" MINUS (ICM-Doniphan)",,""
466,HOURLY (RAMP MATERIAL),,""
467,HOURLY EXCAVATOR,,""
468,"5/8"" TRAP (BUTLER)",,""
469,HOURLY HOLD TIME ,,""
470,HOURLY (HAULING SHINGLES),,""
471,GABION STONE (BLUEWING),,""
472,"SCREENINGS/TURKEY GRIT (ICM) 1/4"" Minus",,""
473,"1/4"" MINUS (STOCKPILE)",,""
474,"1/4
1/4"" MINUS (BLUEWING PB)",,""
475,HOURLY (DIRT HAUL),,""
476,"3/8"" MINUS (BLUEWING-PB)",,""
477,"1/2"" CLEAN (BLUEWING-PB)",,""
478,HAULING SAND,,""
479,HOURLY (HAUL OFF + ROCK),,""
480,CLASS 7 BASE (BW),,""
481,HOURLY (SAND) FARMINGTON,,""
482,25001.2 Route 142 Butler,,""
483,HOURLY (CURB MIX),,""
484,HOURLY (SHINGLES) FARMINGTON,,""
485,ASPHALT (DELTA DEXTER),,""
486,"3"" MINUS (BLUEWING)",,""
487,"1"" CLEAN LANDSCAPE BLK (BUTLER HILL)",,""
488,"3/8"" CLEAN (VB Bluewing)",,""
489,ASPHALT (MINERAL AREA),,""
490,TYPE 1/5 BASE (BW),,""
491,TYPE 1/5 (COLT),,""
492,"AG LIME (MAT, HAUL, SPRD) BaseRock",,""
493,HOURLY (CAREER DAY),,""
494,ASPHALT (ROBERTSON),,""
495,HOURLY (COAL HAUL),,""
496,"2"" CLEAN (BASE ROCK)",,""
497,HAULING (ROCK),,""
498,"8"" BASE ROCK (BW)",,""
499,Hourly(RipRap),,""
500,AG LIME (FISCHER QUARRY),,""
501,"1"" MINUS (BLUEWING-VB)",,""
502,"1"" CLEAN WASH ROCK (BLUEWING-DON)",,""
503,WEST PLAINS BRIDGE-RT 62,,""
504,TYPE 2 ROCK BLANKET (BW),,""
505,Rip Rap #200 (BW),,""
506,Bedding Material (BW),,""
507,"AG LIME (MAT, HAUL, SPRD) STOCKPILE",,""
508,"1"" WASHED GRAVEL (ICM DONIPHAN)",,""
509,AGLIME (JACKSON QUARRY),,""
510,"1/2"" MINUS (CAPE QUARRY)",,""
511,TOPSOIL (ICM),,""
512,"8"" CLN (CAP QUARRIES) Material Only",,""
513,WASHED PEA GRAVEL (ICM-DONIPHAN),,""
514,"1"" CLEAN (ICM-DONIPHAN)",,""
515,"3/4"" CLEAN (ICM-DONIPHAN)",,""
516,COW MANURE,,""
517,HOURLY (INTERSECTION REPAIR),,""
518,CLAY BASE (ICM-ARAB),,""
519,HOURLY (ASPHALT/CLEAN UP),,""
520,HOURLY (INTERSECTION),,""
521,ACCIDENT DOWN TIME,,""
