102,"3/8"" CLEAN (ARAB) 3/4"" CLEAN (ARAB)","3/8"" CLEAN","3/8"" CLEAN (ARAB","3/4"" CLEAN (ARAB",material
155,AGLIME (HEARTLAND) (VBR),AGLIME,AGLIME (HEARTLAND,(VBR,material
156,AGLIME (SPREADING AND HAULING) (STRAIGHT),AGLIME,AGLIME (SPREADING AND HAULING,(STRAIGHT,material
214,AGLIME (WS) (SANDP),AGLIME,AGLIME (WS,(SANDP,material
151,AGLIME (WS) (SPREADING AND HAULING),AGLIME,AGLIME (WS,(SPREADING AND HAULING,material
150,ASPAHLT SAND (STATE) (BRENDA KAY),ASPAHLT SAND,ASPAHLT SAND (STATE,(BRENDA KAY,material
439,Pea Gravel (CLN) DXTR SND (Material Only),Pea Gravel,Pea Gravel (CLN,DXTR SND (Material Only,material
438,Pea Gravel (DRTY) DXTR (Material Only),Pea Gravel,Pea Gravel (DRTY,DXTR (Material Only,material
88,RIP RAP (#90) (WS),RIP RAP,RIP RAP (#90,(WS,material
