460,HOURLY (SHOULDERS/RAMPS),HOURLY,HOURLY (SHOULDERS/RAMPS,hourly_context,,,3
474,"1/4
1/4"" MINUS (BLUEWING PB)","1/4
1/4"" MINUS","1/4
1/4"" MINUS (BLUEWING PB",source,,,3
481,HOURLY (SAND) FARMINGTON,HOURLY,HOURLY (SAND,hourly_context,,,3
484,HOURLY (SHINGLES) FARMINGTON,HOURLY,HOURLY (SHINGLES,hourly_context,,,3
24,"1/2"" MINUS","1/2"" MINUS",,,,,2
35,MASONARY SAND (BK),MASONARY SAND,MASONARY SAND (BK,source,,,2
36,OVERSIZED WASH GRAVEL,OVERSIZED WASH GRAVEL,,,,,2
41,"HOURLY (1"" BASE)",HOURLY,"HOURLY (1"" BASE",hourly_context,,,2
46,GRAVEL,GRAVEL,,,,,2
89,HOURLY (COLD MIX/HAUL BACK),HOURLY,HOURLY (COLD MIX/HAUL BACK,hourly_context,,,2
90,LANDSCAPE BLEND (BRENDA),LANDSCAPE BLEND,LANDSCAPE BLEND (BRENDA,source,,,2
115,HOURLY (MOVING),HOURLY,HOURLY (MOVING,hourly_context,,,2
142,"3/4""","3/4""",,,,,2
143,"3/8""","3/8""",,,,,2
146,"1"" MINUS (SEMO STONE)","1"" MINUS","1"" MINUS (SEMO STONE",source,,,2
160,"GABION 4-6""","GABION 4-6""",,,,,2
190,SCRAP CONCRETE,SCRAP CONCRETE,,,,,2
209,"6"" CLEAN COM TRAP (BUTLERHILL)","6"" CLEAN COM TRAP","6"" CLEAN COM TRAP (BUTLERHILL",source,,,2
213,LANDSCAPE BLEND,LANDSCAPE BLEND,,,,,2
217,"3/8"" PUGMILL AGGREGATE","3/8"" PUGMILL AGGREGATE",,,,,2
235,"1/2"" CLEAN","1/2"" CLEAN",,,,,2
250,RIPRAP (CC),RIPRAP,RIPRAP (CC,source,,,2
251,FILL SAND (BRENDA KAY),FILL SAND,FILL SAND (BRENDA KAY,source,,,2
253,"2"" BASE (VBS)","2"" BASE","2"" BASE (VBS",source,,,2
269,"6-8"" RIP RAP (GH)","6-8"" RIP RAP","6-8"" RIP RAP (GH",source,,,2
272,CONCRETE SAND (DEXTER),CONCRETE SAND,CONCRETE SAND (DEXTER,source,,,2
275,200# RIP RAP,200# RIP RAP,,,,,2
302,ADJUSTMENT-PMT,ADJUSTMENT-PMT,,,,,2
303,SHINGLES (PB),SHINGLES,SHINGLES (PB,source,,,2
306,"1.5"" GRAVEL (BK)","1.5"" GRAVEL","1.5"" GRAVEL (BK",source,,,2
314,WASTE CONCRETE,WASTE CONCRETE,,,,,2
321,HOURLY (ENDDUMP),HOURLY,HOURLY (ENDDUMP,hourly_context,,,2
327,SHOT ROCK HALED TO ARAB,SHOT ROCK HALED TO ARAB,,,,,2
346,HOURLY (BRIDGE WORK),HOURLY,HOURLY (BRIDGE WORK,hourly_context,,,2
359,"3/4"" DIRTY BASE (GADS HILL)","3/4"" DIRTY BASE","3/4"" DIRTY BASE (GADS HILL",source,,,2
361,HOURLY ASPHALT SIDE ROADS,HOURLY ASPHALT SIDE ROADS,,,,,2
384,DRIVE TIME (PER KYLE),DRIVE TIME,DRIVE TIME (PER KYLE,source,,,2
390,HOURLY (Stockpile),HOURLY,HOURLY (Stockpile,hourly_context,,,2
391,HOURLY (PLANT CLEAN OUT),HOURLY,HOURLY (PLANT CLEAN OUT,hourly_context,,,2
435,HOURLY HAULING,HOURLY HAULING,,,,,2
449,"2"" MINUS (BASE ROCK)","2"" MINUS","2"" MINUS (BASE ROCK",source,,,2
466,HOURLY (RAMP MATERIAL),HOURLY,HOURLY (RAMP MATERIAL,hourly_context,,,2
485,ASPHALT (DELTA DEXTER),ASPHALT,ASPHALT (DELTA DEXTER,source,,,2
497,HAULING (ROCK),HAULING,HAULING (ROCK,service,,,2
500,AG LIME (FISCHER QUARRY),AG LIME,AG LIME (FISCHER QUARRY,source,,,2
517,HOURLY (INTERSECTION REPAIR),HOURLY,HOURLY (INTERSECTION REPAIR,hourly_context,,,2
8,SAND (CERTAINTEED),SAND,SAND (CERTAINTEED,source,,,1
19,"2 2"" MINUS (WS)","2 2"" MINUS","2 2"" MINUS (WS",source,,,1
27,"1"" CLEAN (SHOP)","1"" CLEAN","1"" CLEAN (SHOP",source,,,1
31,"3"" CLEAN (ARAB)","3"" CLEAN","3"" CLEAN (ARAB",source,,,1
39,TYPE 5 (FISCHER),TYPE 5,TYPE 5 (FISCHER,source,,,1
44,RIP RAP (#90),RIP RAP,RIP RAP (#90,source,,,1
50,ROCK FROM STOCKPILE,ROCK FROM STOCKPILE,,,,,1
54,SAND (FRUITLAND ASPHALT),SAND,SAND (FRUITLAND ASPHALT,source,,,1
68,MIX,MIX,,,,,1
73,GABION 4X6 (BR),GABION 4X6,GABION 4X6 (BR,source,,,1
77,CHAT,CHAT,,,,,1
79,"3/8"" CLEAN (ARAB)","3/8"" CLEAN","3/8"" CLEAN (ARAB",source,,,1
84,TOPSOIL (WS),TOPSOIL,TOPSOIL (WS,source,,,1
91,HOURLY (MILL AND INTERSECTIONS),HOURLY,HOURLY (MILL AND INTERSECTIONS,hourly_context,,,1
92,WASH MANUFACTURED (TRAP),WASH MANUFACTURED,WASH MANUFACTURED (TRAP,source,,,1
96,CLEAN UP,CLEAN UP,,,,,1
103,"3/8"" CLEAN 3/4"" CLEAN","3/8"" CLEAN 3/4"" CLEAN",,,,,1
113,HOURLY (GABION STONE),HOURLY,HOURLY (GABION STONE,hourly_context,,,1
121,HOURLY (DRY ROCK),HOURLY,HOURLY (DRY ROCK,hourly_context,,,1
124,MILLINGS ESS PLANT SITE 25,MILLINGS ESS PLANT SITE 25,,,,,1
127,"FR 1/2"" (SEMO)","FR 1/2""","FR 1/2"" (SEMO",source,,,1
128,OVERSIZE LANDSCAPE GRAVEL,OVERSIZE LANDSCAPE GRAVEL,,,,,1
136,"6"" MINUS/HAULING ONLY","6"" MINUS/HAULING ONLY",,,,,1
139,ROCK (CANE CREEK),ROCK,ROCK (CANE CREEK,source,,,1
153,HOURLY (OVER 20 TON),HOURLY,HOURLY (OVER 20 TON,hourly_context,,,1
154,HOURLY (UNDER 18 TON),HOURLY,HOURLY (UNDER 18 TON,hourly_context,,,1
156,AGLIME (SPREADING AND HAULING) (STRAIGHT),AGLIME,AGLIME (SPREADING AND HAULING,service,(STRAIGHT,source,1
162,ROCK (BUTLER),ROCK,ROCK (BUTLER,source,,,1
163,ROCK (STOCKPILE),ROCK,ROCK (STOCKPILE,source,,,1
170,R400,R400,,,,,1
171,ASPHALT (BUTLERHILL),ASPHALT,ASPHALT (BUTLERHILL,source,,,1
172,R400 (ARAB),R400,R400 (ARAB,source,,,1
173,"1/2"" CLASS","1/2"" CLASS",,,,,1
174,RIP RAP #400,RIP RAP #400,,,,,1
183,DIRT (SHOP),DIRT,DIRT (SHOP,source,,,1
191,MASONARY SAND (DEXTER),MASONARY SAND,MASONARY SAND (DEXTER,source,,,1
193,"6"" CLEAN COM TRAP","6"" CLEAN COM TRAP",,,,,1
195,OTHER,OTHER,,,,,1
196,HOURLY (SHINGLE GRINDER MOVE),HOURLY,HOURLY (SHINGLE GRINDER MOVE,hourly_context,,,1
197,"1"" CLEAN (HEARTLAND)","1"" CLEAN","1"" CLEAN (HEARTLAND",source,,,1
198,"1/2"" MINUS COMM BASE (HL)","1/2"" MINUS COMM BASE","1/2"" MINUS COMM BASE (HL",source,,,1
199,MATERIAL (WS),MATERIAL,MATERIAL (WS,service,,,1
200,MATERIAL (BRENDAKAY),MATERIAL,MATERIAL (BRENDAKAY,service,,,1
201,MATERIAL (HEARTLAND),MATERIAL,MATERIAL (HEARTLAND,service,,,1
202,MATERIAL (ARAB),MATERIAL,MATERIAL (ARAB,service,,,1
204,POTASH (DYERSBURG),POTASH,POTASH (DYERSBURG,source,,,1
208,"1/2"" M (BASEROCK)","1/2"" M","1/2"" M (BASEROCK",source,,,1
214,AGLIME (WS) (SANDP),AGLIME,AGLIME (WS,source,(SANDP,source,1
216,"6"" CLEAN (CQ)","6"" CLEAN","6"" CLEAN (CQ",source,,,1
219,ASPAHLT (ESS),ASPAHLT,ASPAHLT (ESS,source,,,1
220,OVERSIZED WASH GRAVEL (WS),OVERSIZED WASH GRAVEL,OVERSIZED WASH GRAVEL (WS,source,,,1
224,HOURLY (ROCK),HOURLY,HOURLY (ROCK,hourly_context,,,1
228,"3"" CLEAN","3"" CLEAN",,,,,1
234,CREEK GRAVEL (WS),CREEK GRAVEL,CREEK GRAVEL (WS,source,,,1
245,COLD MIX (WS),COLD MIX,COLD MIX (WS,source,,,1
248,GUMBO,GUMBO,,,,,1
287,"1"" M (BACKHAUL)","1"" M","1"" M (BACKHAUL",service,,,1
294,"1"" CLN LNDSCP TRAP (CENTRAL STONE)","1"" CLN LNDSCP TRAP","1"" CLN LNDSCP TRAP (CENTRAL STONE",source,,,1
295,RIP RAP (ARAB),RIP RAP,RIP RAP (ARAB,source,,,1
296,"1"" CLN BLK LNDSCAPE (CS)","1"" CLN BLK LNDSCAPE","1"" CLN BLK LNDSCAPE (CS",source,,,1
297,TYPE 1/5,TYPE 1/5,,,,,1
299,RAP (PB),RAP,RAP (PB,source,,,1
300,SHINGLES (ARAB),SHINGLES,SHINGLES (ARAB,source,,,1
301,HRLY ASPH (HEAVY HAUL),HRLY ASPH,HRLY ASPH (HEAVY HAUL,source,,,1
305,1 1/8 LNDSCP BLND (BK),1 1/8 LNDSCP BLND,1 1/8 LNDSCP BLND (BK,source,,,1
309,ADJ-ERROR,ADJ-ERROR,,,,,1
316,TIRE,TIRE,,,,,1
319,HOURLY (CALIBRATE),HOURLY,HOURLY (CALIBRATE,hourly_context,,,1
323,MISTAKE ON WRONG RATE FOR INVOICE#17863,MISTAKE ON WRONG RATE FOR INVOICE#17863,,,,,1
324,DIRT (MATERIAL ONLY),DIRT,DIRT (MATERIAL ONLY,service,,,1
325,RED LIME (SPREADING ONLY),RED LIME,RED LIME (SPREADING ONLY,service,,,1
326,WHITE LIME (SPREADING ONLY),WHITE LIME,WHITE LIME (SPREADING ONLY,service,,,1
329,TRADE (HAY BALES),TRADE,TRADE (HAY BALES,source,,,1
342,ASPHALT 614,ASPHALT 614,,,,,1
345,RAP  PB 614,RAP  PB 614,,,,,1
349,COLT R&L (MAT/HAUL/SPRDNG),COLT R&L,COLT R&L (MAT/HAUL/SPRDNG,service,,,1
354,3/8 CHIPS,3/8 CHIPS,,,,,1
355,HOURLY (REMOVING ASPHALT),HOURLY,HOURLY (REMOVING ASPHALT,hourly_context,,,1
379,CLAY STRIPPING (WS),CLAY STRIPPING,CLAY STRIPPING (WS,source,,,1
382,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,HOURLY,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,hourly_context,,,1
402,"FR 1/2"" DOLOMITE (SEMO)","FR 1/2"" DOLOMITE","FR 1/2"" DOLOMITE (SEMO",source,,,1
406,"1/4"" MINUS","1/4"" MINUS",,,,,1
418,OVERSIZE GRAVEL (WS),OVERSIZE GRAVEL,OVERSIZE GRAVEL (WS,source,,,1
420,HOURLY (MOVING LIME GRAIN BINS TO FLD),HOURLY,HOURLY (MOVING LIME GRAIN BINS TO FLD,hourly_context,,,1
429,SHOW UP/ MILL & FILL,SHOW UP/ MILL & FILL,,,,,1
438,Pea Gravel (DRTY) DXTR (Material Only),Pea Gravel,Pea Gravel (DRTY,source,DXTR (Material Only,service,1
439,Pea Gravel (CLN) DXTR SND (Material Only),Pea Gravel,Pea Gravel (CLN,source,DXTR SND (Material Only,service,1
441,"1"" MINUS (GRAY'S POINT) HAULING ONLY","1"" MINUS","1"" MINUS (GRAY'S POINT",source,,,1
443,HUB OIL (NAPA),HUB OIL,HUB OIL (NAPA,source,,,1
450,SLATE LANDSCAPING ROCK (SEMO Land Designs),SLATE LANDSCAPING ROCK,SLATE LANDSCAPING ROCK (SEMO Land Designs,source,,,1
459,MISC,MISC,,,,,1
467,HOURLY EXCAVATOR,HOURLY EXCAVATOR,,,,,1
473,"1/4"" MINUS (STOCKPILE)","1/4"" MINUS","1/4"" MINUS (STOCKPILE",source,,,1
483,HOURLY (CURB MIX),HOURLY,HOURLY (CURB MIX,hourly_context,,,1
487,"1"" CLEAN LANDSCAPE BLK (BUTLER HILL)","1"" CLEAN LANDSCAPE BLK","1"" CLEAN LANDSCAPE BLK (BUTLER HILL",source,,,1
493,HOURLY (CAREER DAY),HOURLY,HOURLY (CAREER DAY,hourly_context,,,1
495,HOURLY (COAL HAUL),HOURLY,HOURLY (COAL HAUL,hourly_context,,,1
498,"8"" BASE ROCK (BW)","8"" BASE ROCK","8"" BASE ROCK (BW",source,,,1
502,"1"" CLEAN WASH ROCK (BLUEWING-DON)","1"" CLEAN WASH ROCK","1"" CLEAN WASH ROCK (BLUEWING-DON",source,,,1
507,"AG LIME (MAT, HAUL, SPRD) STOCKPILE",AG LIME,"AG LIME (MAT, HAUL, SPRD",service,,,1
510,"1/2"" MINUS (CAPE QUARRY)","1/2"" MINUS","1/2"" MINUS (CAPE QUARRY",source,,,1
512,"8"" CLN (CAP QUARRIES) Material Only","8"" CLN","8"" CLN (CAP QUARRIES",source,,,1
513,WASHED PEA GRAVEL (ICM-DONIPHAN),WASHED PEA GRAVEL,WASHED PEA GRAVEL (ICM-DONIPHAN,source,,,1
514,"1"" CLEAN (ICM-DONIPHAN)","1"" CLEAN","1"" CLEAN (ICM-DONIPHAN",source,,,1
516,COW MANURE,COW MANURE,,,,,1
518,CLAY BASE (ICM-ARAB),CLAY BASE,CLAY BASE (ICM-ARAB,source,,,1
519,HOURLY (ASPHALT/CLEAN UP),HOURLY,HOURLY (ASPHALT/CLEAN UP,hourly_context,,,1
520,HOURLY (INTERSECTION),HOURLY,HOURLY (INTERSECTION,hourly_context,,,1
