275,200# RIP RAP,0,2
142,"3/4""",0,2
359,"3/4"" DIRTY BASE (GADS HILL)",,2
143,"3/8""",0,2
217,"3/8"" PUGMILL AGGREGATE",0,2
269,"6-8"" RIP RAP (GH)",0,2
209,"6"" CLEAN COM TRAP (BUTLERHILL)",0,2
302,ADJUSTMENT-PMT,0,2
500,AG LIME (FISCHER QUARRY),,2
485,ASPHALT (DELTA DEXTER),,2
272,CONCRETE SAND (DEXTER),0,2
384,DRIVE TIME (PER KYLE),,2
251,FILL SAND (BRENDA KAY),0,2
160,"GABION 4-6""",0,2
46,GRAVEL,0,2
497,HAULING (ROCK),,2
41,"HOURLY (1"" BASE)",0,2
346,HOURLY (BRIDGE WORK),,2
89,HOURLY (COLD MIX/HAUL BACK),0,2
321,HOURLY (ENDDUMP),0,2
517,HOURLY (INTERSECTION REPAIR),,2
115,HOURLY (MOVING),0,2
391,HOURLY (PLANT CLEAN OUT),,2
466,HOURLY (RAMP MATERIAL),,2
390,HOURLY (Stockpile),,2
361,HOURLY ASPHALT SIDE ROADS,,2
435,HOURLY HAULING,,2
213,LANDSCAPE BLEND,0,2
90,LANDSCAPE BLEND (BRENDA),0,2
35,MASONARY SAND (BK),0,2
36,OVERSIZED WASH GRAVEL,0,2
250,RIPRAP (CC),0,2
190,SCRAP CONCRETE,0,2
303,SHINGLES (PB),0,2
327,SHOT ROCK HALED TO ARAB,,2
314,WASTE CONCRETE,0,2
305,1 1/8 LNDSCP BLND (BK),0,1
197,"1"" CLEAN (HEARTLAND)",0,1
514,"1"" CLEAN (ICM-DONIPHAN)",,1
27,"1"" CLEAN (SHOP)",0,1
487,"1"" CLEAN LANDSCAPE BLK (BUTLER HILL)",,1
502,"1"" CLEAN WASH ROCK (BLUEWING-DON)",,1
296,"1"" CLN BLK LNDSCAPE (CS)",0,1
294,"1"" CLN LNDSCP TRAP (CENTRAL STONE)",0,1
287,"1"" M (BACKHAUL)",0,1
441,"1"" MINUS (GRAY'S POINT) HAULING ONLY",,1
173,"1/2"" CLASS",0,1
208,"1/2"" M (BASEROCK)",0,1
510,"1/2"" MINUS (CAPE QUARRY)",,1
198,"1/2"" MINUS COMM BASE (HL)",0,1
406,"1/4"" MINUS",,1
473,"1/4"" MINUS (STOCKPILE)",,1
19,"2 2"" MINUS (WS)",0,1
228,"3"" CLEAN",0,1
31,"3"" CLEAN (ARAB)",0,1
354,3/8 CHIPS,,1
79,"3/8"" CLEAN (ARAB)",0,1
103,"3/8"" CLEAN 3/4"" CLEAN",0,1
216,"6"" CLEAN (CQ)",0,1
193,"6"" CLEAN COM TRAP",0,1
136,"6"" MINUS/HAULING ONLY",0,1
498,"8"" BASE ROCK (BW)",,1
512,"8"" CLN (CAP QUARRIES) Material Only",,1
309,ADJ-ERROR,0,1
507,"AG LIME (MAT, HAUL, SPRD) STOCKPILE",,1
156,AGLIME (SPREADING AND HAULING) (STRAIGHT),0,1
214,AGLIME (WS) (SANDP),0,1
219,ASPAHLT (ESS),0,1
171,ASPHALT (BUTLERHILL),0,1
342,ASPHALT 614,,1
77,CHAT,0,1
518,CLAY BASE (ICM-ARAB),,1
379,CLAY STRIPPING (WS),,1
96,CLEAN UP,0,1
245,COLD MIX (WS),0,1
349,COLT R&L (MAT/HAUL/SPRDNG),,1
516,COW MANURE,,1
234,CREEK GRAVEL (WS),0,1
324,DIRT (MATERIAL ONLY),0,1
183,DIRT (SHOP),0,1
127,"FR 1/2"" (SEMO)",0,1
402,"FR 1/2"" DOLOMITE (SEMO)",,1
73,GABION 4X6 (BR),0,1
248,GUMBO,0,1
519,HOURLY (ASPHALT/CLEAN UP),,1
319,HOURLY (CALIBRATE),0,1
493,HOURLY (CAREER DAY),,1
495,HOURLY (COAL HAUL),,1
483,HOURLY (CURB MIX),,1
382,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,,1
121,HOURLY (DRY ROCK),0,1
113,HOURLY (GABION STONE),0,1
520,HOURLY (INTERSECTION),,1
91,HOURLY (MILL AND INTERSECTIONS),0,1
420,HOURLY (MOVING LIME GRAIN BINS TO FLD),,1
153,HOURLY (OVER 20 TON),0,1
355,HOURLY (REMOVING ASPHALT),,1
224,HOURLY (ROCK),0,1
196,HOURLY (SHINGLE GRINDER MOVE),0,1
154,HOURLY (UNDER 18 TON),0,1
467,HOURLY EXCAVATOR,,1
301,HRLY ASPH (HEAVY HAUL),0,1
443,HUB OIL (NAPA),,1
191,MASONARY SAND (DEXTER),0,1
202,MATERIAL (ARAB),0,1
200,MATERIAL (BRENDAKAY),0,1
201,MATERIAL (HEARTLAND),0,1
199,MATERIAL (WS),0,1
124,MILLINGS ESS PLANT SITE 25,0,1
459,MISC,,1
323,MISTAKE ON WRONG RATE FOR INVOICE#17863,0,1
68,MIX,0,1
195,OTHER,0,1
418,OVERSIZE GRAVEL (WS),,1
128,OVERSIZE LANDSCAPE GRAVEL,0,1
220,OVERSIZED WASH GRAVEL (WS),0,1
439,Pea Gravel (CLN) DXTR SND (Material Only),,1
438,Pea Gravel (DRTY) DXTR (Material Only),,1
204,POTASH (DYERSBURG),0,1
170,R400,0,1
172,R400 (ARAB),0,1
345,RAP  PB 614,,1
299,RAP (PB),0,1
325,RED LIME (SPREADING ONLY),,1
44,RIP RAP (#90),0,1
295,RIP RAP (ARAB),0,1
174,RIP RAP #400,0,1
162,ROCK (BUTLER),0,1
139,ROCK (CANE CREEK),0,1
163,ROCK (STOCKPILE),0,1
50,ROCK FROM STOCKPILE,0,1
8,SAND (CERTAINTEED),0,1
54,SAND (FRUITLAND ASPHALT),0,1
300,SHINGLES (ARAB),0,1
429,SHOW UP/ MILL & FILL,,1
450,SLATE LANDSCAPING ROCK (SEMO Land Designs),,1
316,TIRE,0,1
84,TOPSOIL (WS),0,1
329,TRADE (HAY BALES),,1
297,TYPE 1/5,0,1
39,TYPE 5 (FISCHER),0,1
92,WASH MANUFACTURED (TRAP),0,1
513,WASHED PEA GRAVEL (ICM-DONIPHAN),,1
326,WHITE LIME (SPREADING ONLY),,1
255,"1"" CLEAN (VBS)",0,0
335,"1"" CLEAN (WS)",,0
373,"1"" MINUS (FISHER)",,0
332,"1"" MINUS (WS)",,0
157,"1/2"" MINUS (CAPITAL)",0,0
313,"1/4"" MINUS (CC)",0,0
356,23002.2  HWY 51,,0
377,23002.4 RT 32,,0
298,23015 CHARELSTON,0,0
482,25001.2 Route 142 Butler,,0
462,25003 HWY 72,,0
337,"3/4""Clean(DON)",,0
102,"3/8"" CLEAN (ARAB) 3/4"" CLEAN (ARAB)",0,0
421,A,,0
331,AG LIME (SPREADING ONLY),,0
263,ANDREWS HAULING,0,0
410,BERNIE-DALE YOUNG,,0
288,BLODGETT,0,0
340,COAL MIX,,0
262,DARRELL HENSLEY TRUCKING,0,0
358,FAIRDEALING/SUB-STATION,,0
126,"FR 1/2""",0,0
403,"FR 1/4"" MINUS (SEMO)",,0
428,G&C PAVING I-55,,0
415,"HOURLY (1"" MINUS)",,0
350,HOURLY (BACK UP BRIDGE WORK),,0
454,HOURLY (BASE),,0
479,HOURLY (HAUL OFF + ROCK),,0
407,HOURLY (PATCH & MILL),,0
357,HOURLY (REMOVING ASPHALT),,0
455,HOURLY ASPHALT 15-17 Tons,,0
458,HOURLY ASPHALT 25+ Tons,,0
257,HUFF DOZING,0,0
265,HUFF DOZING,0,0
260,LAXTON PAVING,0,0
413,LINN TO WILLOW SPRINGS,,0
414,LINN TO WILLOW SPRINGS,,0
259,MIKE SANDERS,0,0
426,NEW MADRID SOLAR FARM,,0
105,PURCELL BILL,0,0
264,QUAD BROS,0,0
256,SAND (DEXTER),0,0
230,SAWMILL,0,0
258,SCOTT JANES,0,0
261,SCOTT ROSS,0,0
444,SKID STEER,,0
374,TYPE 1 BASE (FISHER),,0
375,TYPE 1 BASE PERRYVILLE,,0
503,WEST PLAINS BRIDGE-RT 62,,0
